geo_level, geo_code, geo_version, month, statistic, total
province,EC,2016,Total cost (R million),Feb2018,162
province,EC,2016,Price per hectare,Feb2018,13 922
province,EC,2016,Total hectare traded,Mar2018,45 646
province,EC,2016,Total cost (R million),Mar2018,257
province,EC,2016,Price per hectare,Mar2018,5 633
province,EC,2016,Total hectare traded,Apr2018,15 946
province,EC,2016,Total cost (R million),Apr2018,168
province,EC,2016,Price per hectare,Apr2018,10 564
province,EC,2016,Total hectare traded,May2018,6 348
province,EC,2016,Total cost (R million),May2018,80
province,EC,2016,Price per hectare,May2018,12 681
province,EC,2016,Total hectare traded,Jun2018,14 783
province,EC,2016,Total cost (R million),Jun2018,171
province,EC,2016,Price per hectare,Jun2018,11 575
province,EC,2016,Total hectare traded,Jul2018,33 763
province,EC,2016,Total cost (R million),Jul2018,216
province,EC,2016,Price per hectare,Jul2018,6 411
province,EC,2016,Total hectare traded,Aug2018,29 788
province,EC,2016,Total cost (R million),Aug2018,212
province,EC,2016,Price per hectare,Aug2018,7 117
province,EC,2016,Total hectare traded,Sep2018,15 555
province,EC,2016,Total cost (R million),Sep2018,134
province,EC,2016,Price per hectare,Sep2018,8 641
province,EC,2016,Total hectare traded,Oct2018,27 591
province,EC,2016,Total cost (R million),Oct2018,391
province,EC,2016,Price per hectare,Oct2018,14 169
province,EC,2016,Total hectare traded,Nov2018,29 611
province,EC,2016,Total cost (R million),Nov2018,131
province,EC,2016,Price per hectare,Nov2018,4 416
province,EC,2016,Total hectare traded,Total,255 789
province,EC,2016,Total cost (R million),Total,2 267
province,EC,2016,Price per hectare,Total,8 863
province,FS,2016,Total hectare traded,Dec2017,24 895
province,FS,2016,Total cost (R million),Dec2017,294
province,FS,2016,Price per hectare,Dec2017,11 797
province,FS,2016,Total hectare traded,Jan2018,20 124
province,FS,2016,Total cost (R million),Jan2018,241
province,FS,2016,Price per hectare,Jan2018,11 982
province,FS,2016,Total hectare traded,Feb2018,30 411
province,FS,2016,Total cost (R million),Feb2018,365
province,FS,2016,Price per hectare,Feb2018,12 015
province,FS,2016,Total hectare traded,Mar2018,27 682
province,FS,2016,Total cost (R million),Mar2018,249
province,FS,2016,Price per hectare,Mar2018,9 011
province,FS,2016,Total hectare traded,Apr2018,17 466
province,FS,2016,Total cost (R million),Apr2018,194
province,FS,2016,Price per hectare,Apr2018,11 100
province,FS,2016,Total hectare traded,May2018,23 752
province,FS,2016,Total cost (R million),May2018,231
province,FS,2016,Price per hectare,May2018,9 721
province,FS,2016,Total hectare traded,Jun2018,13 079
province,FS,2016,Total cost (R million),Jun2018,779
province,FS,2016,Price per hectare,Jun2018,59 555
province,FS,2016,Total hectare traded,Jul2018,13 739
province,FS,2016,Total cost (R million),Jul2018,177
province,FS,2016,Price per hectare,Jul2018,12 864
province,FS,2016,Total hectare traded,Aug2018,21 582
province,FS,2016,Total cost (R million),Aug2018,221
province,FS,2016,Price per hectare,Aug2018,10 234
province,FS,2016,Total hectare traded,Sep2018,29 652
province,FS,2016,Total cost (R million),Sep2018,292
province,FS,2016,Price per hectare,Sep2018,9 853
province,FS,2016,Total hectare traded,Oct2018,38 999
province,FS,2016,Total cost (R million),Oct2018,422
province,FS,2016,Price per hectare,Oct2018,10 815
province,FS,2016,Total hectare traded,Nov2018,16 547
province,FS,2016,Total cost (R million),Nov2018,356
province,FS,2016,Price per hectare,Nov2018,21 521
province,FS,2016,Total hectare traded,Total,277 928
province,FS,2016,Total cost (R million),Total,3 821
province,FS,2016,Price per hectare,Total,13 748
province,GT,2016,Total hectare traded,Dec2017,3 165
province,GT,2016,Total cost (R million),Dec2017,292
province,GT,2016,Price per hectare,Dec2017,92 393
province,GT,2016,Total hectare traded,Jan2018,2 072
province,GT,2016,Total cost (R million),Jan2018,60
province,GT,2016,Price per hectare,Jan2018,29 183
province,GT,2016,Total hectare traded,Feb2018,7 200
province,GT,2016,Total cost (R million),Feb2018,459
province,GT,2016,Price per hectare,Feb2018,63 751
province,GT,2016,Total hectare traded,Mar2018,2 763
province,GT,2016,Total cost (R million),Mar2018,299
province,GT,2016,Price per hectare,Mar2018,108 365
province,GT,2016,Total hectare traded,Apr2018,3 248
province,GT,2016,Total cost (R million),Apr2018,81
province,GT,2016,Price per hectare,Apr2018,25 038
province,GT,2016,Total hectare traded,May2018,7 036
province,GT,2016,Total cost (R million),May2018,228
province,GT,2016,Price per hectare,May2018,32 413
province,GT,2016,Total hectare traded,Jun2018,2 787
province,GT,2016,Total cost (R million),Jun2018,137
province,GT,2016,Price per hectare,Jun2018,49 001
province,GT,2016,Total hectare traded,Jul2018,2 039
province,GT,2016,Total cost (R million),Jul2018,199
province,GT,2016,Price per hectare,Jul2018,97 732
province,GT,2016,Total hectare traded,Aug2018,4 572
province,GT,2016,Total cost (R million),Aug2018,197
province,GT,2016,Price per hectare,Aug2018,43 023
province,GT,2016,Total hectare traded,Sep2018,3 807
province,GT,2016,Total cost (R million),Sep2018,192
province,GT,2016,Price per hectare,Sep2018,50 431
province,GT,2016,Total hectare traded,Oct2018,6 877
province,GT,2016,Total cost (R million),Oct2018,926
province,GT,2016,Price per hectare,Oct2018,134 597
province,GT,2016,Total hectare traded,Nov2018,7 982
province,GT,2016,Total cost (R million),Nov2018,167
province,GT,2016,Price per hectare,Nov2018,20 878
province,GT,2016,Total hectare traded,Total,53 548
province,GT,2016,Total cost (R million),Total,3 237
province,GT,2016,Price per hectare,Total,60 460
province,KZN,2016,Total hectare traded,Dec2017,6 452
province,KZN,2016,Total cost (R million),Dec2017,422
province,KZN,2016,Price per hectare,Dec2017,65 421
province,KZN,2016,Total hectare traded,Jan2018,1 829
province,KZN,2016,Total cost (R million),Jan2018,80
province,KZN,2016,Price per hectare,Jan2018,43 892
province,KZN,2016,Total hectare traded,Feb2018,1 822
province,KZN,2016,Total cost (R million),Feb2018,34
province,KZN,2016,Price per hectare,Feb2018,18 870
province,KZN,2016,Total hectare traded,Mar2018,16 193
province,KZN,2016,Total cost (R million),Mar2018,246
province,KZN,2016,Price per hectare,Mar2018,15 215
province,KZN,2016,Total hectare traded,Apr2018,10 749
province,KZN,2016,Total cost (R million),Apr2018,314
province,KZN,2016,Price per hectare,Apr2018,29 205
province,KZN,2016,Total hectare traded,May2018,18 430
province,KZN,2016,Total cost (R million),May2018,978
province,KZN,2016,Price per hectare,May2018,53 046
province,KZN,2016,Total hectare traded,Jun2018,24 895
province,KZN,2016,Total cost (R million),Jun2018,382
province,KZN,2016,Price per hectare,Jun2018,15 360
province,KZN,2016,Total hectare traded,Jul2018,6 945
province,KZN,2016,Total cost (R million),Jul2018,224
province,KZN,2016,Price per hectare,Jul2018,32 300
province,KZN,2016,Total hectare traded,Aug2018,8 406
province,KZN,2016,Total cost (R million),Aug2018,292
province,KZN,2016,Price per hectare,Aug2018,34 696
province,KZN,2016,Total hectare traded,Sep2018,7 140
province,KZN,2016,Total cost (R million),Sep2018,204
province,KZN,2016,Price per hectare,Sep2018,28 514
province,KZN,2016,Total hectare traded,Oct2018,9 359
province,KZN,2016,Total cost (R million),Oct2018,213
province,KZN,2016,Price per hectare,Oct2018,22 773
province,KZN,2016,Total hectare traded,Nov2018,2 890
province,KZN,2016,Total cost (R million),Nov2018,77
province,KZN,2016,Price per hectare,Nov2018,26 643
province,KZN,2016,Total hectare traded,Total,115 110
province,KZN,2016,Total cost (R million),Total,3 467
province,KZN,2016,Price per hectare,Total,30 117
province,LIM,2016,Total hectare traded,Dec2017,19 163
province,LIM,2016,Total cost (R million),Dec2017,328
province,LIM,2016,Price per hectare,Dec2017,17 136
province,LIM,2016,Total hectare traded,Jan2018,7 904
province,LIM,2016,Total cost (R million),Jan2018,129
province,LIM,2016,Price per hectare,Jan2018,16 311
province,LIM,2016,Total hectare traded,Feb2018,15 342
province,LIM,2016,Total cost (R million),Feb2018,203
province,LIM,2016,Price per hectare,Feb2018,13 204
province,LIM,2016,Total hectare traded,Mar2018,14 873
province,LIM,2016,Total cost (R million),Mar2018,192
province,LIM,2016,Price per hectare,Mar2018,12 900
province,LIM,2016,Total hectare traded,Apr2018,9 830
province,LIM,2016,Total cost (R million),Apr2018,131
province,LIM,2016,Price per hectare,Apr2018,13 320
province,LIM,2016,Total hectare traded,May2018,14 055
province,LIM,2016,Total cost (R million),May2018,471
province,LIM,2016,Price per hectare,May2018,33 478
province,LIM,2016,Total hectare traded,Jun2018,18 884
province,LIM,2016,Total cost (R million),Jun2018,711
province,LIM,2016,Price per hectare,Jun2018,37 625
province,LIM,2016,Total hectare traded,Jul2018,8 768
province,LIM,2016,Total cost (R million),Jul2018,121
province,LIM,2016,Price per hectare,Jul2018,13 761
province,LIM,2016,Total hectare traded,Aug2018,19 149
province,LIM,2016,Total cost (R million),Aug2018,270
province,LIM,2016,Price per hectare,Aug2018,14 083
province,LIM,2016,Total hectare traded,Sep2018,5 680
province,LIM,2016,Total cost (R million),Sep2018,68
province,LIM,2016,Price per hectare,Sep2018,11 897
province,LIM,2016,Total hectare traded,Oct2018,24 708
province,LIM,2016,Total cost (R million),Oct2018,301
province,LIM,2016,Price per hectare,Oct2018,12 171
province,LIM,2016,Total hectare traded,Nov2018,13 121
province,LIM,2016,Total cost (R million),Nov2018,218
province,LIM,2016,Price per hectare,Nov2018,16 631
province,LIM,2016,Total hectare traded,Total,171 477
province,LIM,2016,Total cost (R million),Total,3 141
province,LIM,2016,Price per hectare,Total,18 315
province,MP,2016,Total hectare traded,Dec2017,8 809
province,MP,2016,Total cost (R million),Dec2017,195
province,MP,2016,Price per hectare,Dec2017,22 124
province,MP,2016,Total hectare traded,Jan2018,4 441
province,MP,2016,Total cost (R million),Jan2018,139
province,MP,2016,Price per hectare,Jan2018,31 350
province,MP,2016,Total hectare traded,Feb2018,16 634
province,MP,2016,Total cost (R million),Feb2018,426
province,MP,2016,Price per hectare,Feb2018,25 596
province,MP,2016,Total hectare traded,Mar2018,5 508
province,MP,2016,Total cost (R million),Mar2018,279
province,MP,2016,Price per hectare,Mar2018,50 584
province,MP,2016,Total hectare traded,Apr2018,6 267
province,MP,2016,Total cost (R million),Apr2018,135
province,MP,2016,Price per hectare,Apr2018,21 507
province,MP,2016,Total hectare traded,May2018,9 651
province,MP,2016,Total cost (R million),May2018,435
province,MP,2016,Price per hectare,May2018,45 042
province,MP,2016,Total hectare traded,Jun2018,8 931
province,MP,2016,Total cost (R million),Jun2018,406
province,MP,2016,Price per hectare,Jun2018,45 485
province,MP,2016,Total hectare traded,Jul2018,5 646
province,MP,2016,Total cost (R million),Jul2018,184
province,MP,2016,Price per hectare,Jul2018,32 664
province,MP,2016,Total hectare traded,Aug2018,3 678
province,MP,2016,Total cost (R million),Aug2018,115
province,MP,2016,Price per hectare,Aug2018,31 310
province,MP,2016,Total hectare traded,Sep2018,9 723
province,MP,2016,Total cost (R million),Sep2018,254
province,MP,2016,Price per hectare,Sep2018,26 114
province,MP,2016,Total hectare traded,Oct2018,12 561
province,MP,2016,Total cost (R million),Oct2018,403
province,MP,2016,Price per hectare,Oct2018,32 058
province,MP,2016,Total hectare traded,Nov2018,11 950
province,MP,2016,Total cost (R million),Nov2018,387
province,MP,2016,Price per hectare,Nov2018,32 390
province,MP,2016,Total hectare traded,Total,103 799
province,MP,2016,Total cost (R million),Total,3 357
province,MP,2016,Price per hectare,Total,32 345
province,NC,2016,Total hectare traded,Dec2017,55 225
province,NC,2016,Total cost (R million),Dec2017,401
province,NC,2016,Price per hectare,Dec2017,7 264
province,NC,2016,Total hectare traded,Jan2018,33 844
province,NC,2016,Total cost (R million),Jan2018,61
province,NC,2016,Price per hectare,Jan2018,1 803
province,NC,2016,Total hectare traded,Feb2018,77 743
province,NC,2016,Total cost (R million),Feb2018,194
province,NC,2016,Price per hectare,Feb2018,2 490
province,NC,2016,Total hectare traded,Mar2018,65 556
province,NC,2016,Total cost (R million),Mar2018,302
province,NC,2016,Price per hectare,Mar2018,4 607
province,NC,2016,Total hectare traded,Apr2018,32 643
province,NC,2016,Total cost (R million),Apr2018,90
province,NC,2016,Price per hectare,Apr2018,2 758
province,NC,2016,Total hectare traded,May2018,59 896
province,NC,2016,Total cost (R million),May2018,159
province,NC,2016,Price per hectare,May2018,2 662
province,NC,2016,Total hectare traded,Jun2018,65 002
province,NC,2016,Total cost (R million),Jun2018,141
province,NC,2016,Price per hectare,Jun2018,2 175
province,NC,2016,Total hectare traded,Jul2018,18 346
province,NC,2016,Total cost (R million),Jul2018,51
province,NC,2016,Price per hectare,Jul2018,2 771
province,NC,2016,Total hectare traded,Aug2018,59 288
province,NC,2016,Total cost (R million),Aug2018,281
province,NC,2016,Price per hectare,Aug2018,4 742
province,NC,2016,Total hectare traded,Sep2018,40 188
province,NC,2016,Total cost (R million),Sep2018,112
province,NC,2016,Price per hectare,Sep2018,2 788
province,NC,2016,Total hectare traded,Oct2018,75 121
province,NC,2016,Total cost (R million),Oct2018,189
province,NC,2016,Price per hectare,Oct2018,2 522
province,NC,2016,Total hectare traded,Nov2018,27 771
province,NC,2016,Total cost (R million),Nov2018,110
province,NC,2016,Price per hectare,Nov2018,3 967
province,NC,2016,Total hectare traded,Total,610 623
province,NC,2016,Total cost (R million),Total,2 092
province,NC,2016,Price per hectare,Total,3 426
province,NW,2016,Total hectare traded,Dec2017,19 171
province,NW,2016,Total cost (R million),Dec2017,325
province,NW,2016,Price per hectare,Dec2017,16 976
province,NW,2016,Total hectare traded,Jan2018,14 652
province,NW,2016,Total cost (R million),Jan2018,231
province,NW,2016,Price per hectare,Jan2018,15 751
province,NW,2016,Total hectare traded,Feb2018,10 835
province,NW,2016,Total cost (R million),Feb2018,140
province,NW,2016,Price per hectare,Feb2018,12 908
province,NW,2016,Total hectare traded,Mar2018,24 853
province,NW,2016,Total cost (R million),Mar2018,212
province,NW,2016,Price per hectare,Mar2018,8 524
province,NW,2016,Total hectare traded,Apr2018,15 172
province,NW,2016,Total cost (R million),Apr2018,236
province,NW,2016,Price per hectare,Apr2018,15 529
province,NW,2016,Total hectare traded,May2018,10 848
province,NW,2016,Total cost (R million),May2018,159
province,NW,2016,Price per hectare,May2018,14 634
province,NW,2016,Total hectare traded,Jun2018,24 009
province,NW,2016,Total cost (R million),Jun2018,277
province,NW,2016,Price per hectare,Jun2018,11 529
province,NW,2016,Total hectare traded,Jul2018,7 644
province,NW,2016,Total cost (R million),Jul2018,92
province,NW,2016,Price per hectare,Jul2018,11 998
province,NW,2016,Total hectare traded,Aug2018,10 718
province,NW,2016,Total cost (R million),Aug2018,189
province,NW,2016,Price per hectare,Aug2018,17 676
province,NW,2016,Total hectare traded,Sep2018,6 168
province,NW,2016,Total cost (R million),Sep2018,94
province,NW,2016,Price per hectare,Sep2018,15 210
province,NW,2016,Total hectare traded,Oct2018,20 902
province,NW,2016,Total cost (R million),Oct2018,808
province,NW,2016,Price per hectare,Oct2018,38 662
province,NW,2016,Total hectare traded,Nov2018,11 256
province,NW,2016,Total cost (R million),Nov2018,197
province,NW,2016,Price per hectare,Nov2018,17 475
province,NW,2016,Total hectare traded,Total,176 228
province,NW,2016,Total cost (R million),Total,2 959
province,NW,2016,Price per hectare,Total,16 790
province,WC,2016,Total hectare traded,Dec2017,18 292
province,WC,2016,Total cost (R million),Dec2017,441
province,WC,2016,Price per hectare,Dec2017,24 107
province,WC,2016,Total hectare traded,Jan2018,8 892
province,WC,2016,Total cost (R million),Jan2018,226
province,WC,2016,Price per hectare,Jan2018,25 418
province,WC,2016,Total hectare traded,Feb2018,25 140
province,WC,2016,Total cost (R million),Feb2018,410
province,WC,2016,Price per hectare,Feb2018,16 320
province,WC,2016,Total hectare traded,Mar2018,33 335
province,WC,2016,Total cost (R million),Mar2018,430
province,WC,2016,Price per hectare,Mar2018,12 901
province,WC,2016,Total hectare traded,Apr2018,23 609
province,WC,2016,Total cost (R million),Apr2018,503
province,WC,2016,Price per hectare,Apr2018,21 308
province,WC,2016,Total hectare traded,May2018,31 882
province,WC,2016,Total cost (R million),May2018,372
province,WC,2016,Price per hectare,May2018,11 660
province,WC,2016,Total hectare traded,Jun2018,23 015
province,WC,2016,Total cost (R million),Jun2018,468
province,WC,2016,Price per hectare,Jun2018,20 321
province,WC,2016,Total hectare traded,Jul2018,13 693
province,WC,2016,Total cost (R million),Jul2018,118
province,WC,2016,Price per hectare,Jul2018,8 616
province,WC,2016,Total hectare traded,Aug2018,23 874
province,WC,2016,Total cost (R million),Aug2018,225
province,WC,2016,Price per hectare,Aug2018,9 424
province,WC,2016,Total hectare traded,Sep2018,29 815
province,WC,2016,Total cost (R million),Sep2018,269
province,WC,2016,Price per hectare,Sep2018,9 012
province,WC,2016,Total hectare traded,Oct2018,32 091
province,WC,2016,Total cost (R million),Oct2018,335
province,WC,2016,Price per hectare,Oct2018,10 439
province,WC,2016,Total hectare traded,Nov2018,24 375
province,WC,2016,Total cost (R million),Nov2018,288
province,WC,2016,Price per hectare,Nov2018,11 815
province,WC,2016,Total hectare traded,Total,288 013
province,WC,2016,Total cost (R million),Total,4 084
province,WC,2016,Price per hectare,Total,14 181
