geo_level, geo_code, geo_version, month, statistic, total
province,KZN,2016,- Government Agriculture,Dec2017,263
province,KZN,2016,- Government Urban,Dec2017,19
province,KZN,2016,- Private,Dec2017,1 230
province,KZN,2016,- Other,Dec2017,
province,KZN,2016,- Government Agriculture,Jan2018,
province,KZN,2016,- Government Urban,Jan2018,
province,KZN,2016,- Private,Jan2018,544
province,KZN,2016,- Other,Jan2018,
province,KZN,2016,- Government Agriculture,Feb2018,1 368
province,KZN,2016,- Government Urban,Feb2018,
province,KZN,2016,- Private,Feb2018,128
province,KZN,2016,- Other,Feb2018,155
province,KZN,2016,- Government Agriculture,Mar2018,3 265
province,KZN,2016,- Government Urban,Mar2018,
province,KZN,2016,- Private,Mar2018,7 994
province,KZN,2016,- Other,Mar2018,59
province,KZN,2016,- Government Agriculture,Apr2018,
province,KZN,2016,- Government Urban,Apr2018,
province,KZN,2016,- Private,Apr2018,1 488
province,KZN,2016,- Other,Apr2018,30
province,KZN,2016,- Government Agriculture,May2018,
province,KZN,2016,- Government Urban,May2018,
province,KZN,2016,- Private,May2018,2 276
province,KZN,2016,- Other,May2018,20
province,KZN,2016,- Government Agriculture,Jun2018,
province,KZN,2016,- Government Urban,Jun2018,
province,KZN,2016,- Private,Jun2018,808
province,KZN,2016,- Other,Jun2018,
province,KZN,2016,- Government Agriculture,Jul2018,
province,KZN,2016,- Government Urban,Jul2018,
province,KZN,2016,- Private,Jul2018,1 045
province,KZN,2016,- Other,Jul2018,
province,KZN,2016,- Government Agriculture,Aug2018,
province,KZN,2016,- Government Urban,Aug2018,
province,KZN,2016,- Private,Aug2018,3 250
province,KZN,2016,- Other,Aug2018,160
province,KZN,2016,- Government Agriculture,Sep2018,
province,KZN,2016,- Government Urban,Sep2018,
province,KZN,2016,- Private,Sep2018,545
province,KZN,2016,- Other,Sep2018,122
province,KZN,2016,- Government Agriculture,Oct2018,
province,KZN,2016,- Government Urban,Oct2018,23
province,KZN,2016,- Private,Oct2018,3 756
province,KZN,2016,- Other,Oct2018,17
province,KZN,2016,- Government Agriculture,Nov2018,
province,KZN,2016,- Government Urban,Nov2018,
province,KZN,2016,- Private,Nov2018,1 962
province,KZN,2016,- Other,Nov2018,56
province,KZN,2016,- Government Agriculture,Total,4 896
province,KZN,2016,- Government Urban,Total,42
province,KZN,2016,- Private,Total,25 026
province,KZN,2016,- Other,Total,619
province,LIM,2016,- Government Agriculture,Dec2017,
province,LIM,2016,- Government Urban,Dec2017,
province,LIM,2016,- Private,Dec2017,2 164
province,LIM,2016,- Other,Dec2017,11
province,LIM,2016,- Government Agriculture,Jan2018,
province,LIM,2016,- Government Urban,Jan2018,
province,LIM,2016,- Private,Jan2018,1 269
province,LIM,2016,- Other,Jan2018,54
province,LIM,2016,- Government Agriculture,Feb2018,
province,LIM,2016,- Government Urban,Feb2018,56
province,LIM,2016,- Private,Feb2018,3 173
province,LIM,2016,- Other,Feb2018,551
province,LIM,2016,- Government Agriculture,Mar2018,
province,LIM,2016,- Government Urban,Mar2018,20
province,LIM,2016,- Private,Mar2018,788
province,LIM,2016,- Other,Mar2018,258
province,LIM,2016,- Government Agriculture,Apr2018,
province,LIM,2016,- Government Urban,Apr2018,
province,LIM,2016,- Private,Apr2018,387
province,LIM,2016,- Other,Apr2018,39
province,LIM,2016,- Government Agriculture,May2018,
province,LIM,2016,- Government Urban,May2018,
province,LIM,2016,- Private,May2018,6 391
province,LIM,2016,- Other,May2018,
province,LIM,2016,- Government Agriculture,Jun2018,
province,LIM,2016,- Government Urban,Jun2018,
province,LIM,2016,- Private,Jun2018,685
province,LIM,2016,- Other,Jun2018,2 982
province,LIM,2016,- Government Agriculture,Jul2018,
province,LIM,2016,- Government Urban,Jul2018,389
province,LIM,2016,- Private,Jul2018,2 431
province,LIM,2016,- Other,Jul2018,
province,LIM,2016,- Government Agriculture,Aug2018,
province,LIM,2016,- Government Urban,Aug2018,
province,LIM,2016,- Private,Aug2018,11 251
province,LIM,2016,- Other,Aug2018,
province,LIM,2016,- Government Agriculture,Sep2018,
province,LIM,2016,- Government Urban,Sep2018,
province,LIM,2016,- Private,Sep2018,1 585
province,LIM,2016,- Other,Sep2018,
province,LIM,2016,- Government Agriculture,Oct2018,
province,LIM,2016,- Government Urban,Oct2018,
province,LIM,2016,- Private,Oct2018,6 707
province,LIM,2016,- Other,Oct2018,276
province,LIM,2016,- Government Agriculture,Nov2018,
province,LIM,2016,- Government Urban,Nov2018,
province,LIM,2016,- Private,Nov2018,4 471
province,LIM,2016,- Other,Nov2018,17
province,LIM,2016,- Government Agriculture,Total,
province,LIM,2016,- Government Urban,Total,465
province,LIM,2016,- Private,Total,41 302
province,LIM,2016,- Other,Total,4 188
province,MP,2016,- Government Agriculture,Dec2017,857
province,MP,2016,- Government Urban,Dec2017,
province,MP,2016,- Private,Dec2017,367
province,MP,2016,- Other,Dec2017,30
province,MP,2016,- Government Agriculture,Jan2018,
province,MP,2016,- Government Urban,Jan2018,
province,MP,2016,- Private,Jan2018,1 260
province,MP,2016,- Other,Jan2018,260
province,MP,2016,- Government Agriculture,Feb2018,942
province,MP,2016,- Government Urban,Feb2018,
province,MP,2016,- Private,Feb2018,2 016
province,MP,2016,- Other,Feb2018,4 653
province,MP,2016,- Government Agriculture,Mar2018,
province,MP,2016,- Government Urban,Mar2018,
province,MP,2016,- Private,Mar2018,1 264
province,MP,2016,- Other,Mar2018,1 547
province,MP,2016,- Government Agriculture,Apr2018,
province,MP,2016,- Government Urban,Apr2018,
province,MP,2016,- Private,Apr2018,2 879
province,MP,2016,- Other,Apr2018,496
province,MP,2016,- Government Agriculture,May2018,
province,MP,2016,- Government Urban,May2018,
province,MP,2016,- Private,May2018,745
province,MP,2016,- Other,May2018,31
province,MP,2016,- Government Agriculture,Jun2018,
province,MP,2016,- Government Urban,Jun2018,
province,MP,2016,- Private,Jun2018,922
province,MP,2016,- Other,Jun2018,
province,MP,2016,- Government Agriculture,Jul2018,676
province,MP,2016,- Government Urban,Jul2018,82
province,MP,2016,- Private,Jul2018,748
province,MP,2016,- Other,Jul2018,557
province,MP,2016,- Government Agriculture,Aug2018,
province,MP,2016,- Government Urban,Aug2018,
province,MP,2016,- Private,Aug2018,694
province,MP,2016,- Other,Aug2018,216
province,MP,2016,- Government Agriculture,Sep2018,1 035
province,MP,2016,- Government Urban,Sep2018,
province,MP,2016,- Private,Sep2018,1 755
province,MP,2016,- Other,Sep2018,41
province,MP,2016,- Government Agriculture,Oct2018,3 055
province,MP,2016,- Government Urban,Oct2018,
province,MP,2016,- Private,Oct2018,1 800
province,MP,2016,- Other,Oct2018,1 829
province,MP,2016,- Government Agriculture,Nov2018,
province,MP,2016,- Government Urban,Nov2018,
province,MP,2016,- Private,Nov2018,97
province,MP,2016,- Other,Nov2018,1 083
province,MP,2016,- Government Agriculture,Total,6 565
province,MP,2016,- Government Urban,Total,82
province,MP,2016,- Private,Total,14 547
province,MP,2016,- Other,Total,10 743
province,NC,2016,- Government Agriculture,Dec2017,
province,NC,2016,- Government Urban,Dec2017,
province,NC,2016,- Private,Dec2017,38
province,NC,2016,- Other,Dec2017,5 145
province,NC,2016,- Government Agriculture,Jan2018,
province,NC,2016,- Government Urban,Jan2018,
province,NC,2016,- Private,Jan2018,857
province,NC,2016,- Other,Jan2018,
province,NC,2016,- Government Agriculture,Feb2018,
province,NC,2016,- Government Urban,Feb2018,
province,NC,2016,- Private,Feb2018,7 928
province,NC,2016,- Other,Feb2018,20
province,NC,2016,- Government Agriculture,Mar2018,
province,NC,2016,- Government Urban,Mar2018,46
province,NC,2016,- Private,Mar2018,3 293
province,NC,2016,- Other,Mar2018,15 503
province,NC,2016,- Government Agriculture,Apr2018,
province,NC,2016,- Government Urban,Apr2018,
province,NC,2016,- Private,Apr2018,1 575
province,NC,2016,- Other,Apr2018,12 019
province,NC,2016,- Government Agriculture,May2018,
province,NC,2016,- Government Urban,May2018,
province,NC,2016,- Private,May2018,
province,NC,2016,- Other,May2018,
province,NC,2016,- Government Agriculture,Jun2018,
province,NC,2016,- Government Urban,Jun2018,
province,NC,2016,- Private,Jun2018,11 347
province,NC,2016,- Other,Jun2018,
province,NC,2016,- Government Agriculture,Jul2018,
province,NC,2016,- Government Urban,Jul2018,
province,NC,2016,- Private,Jul2018,
province,NC,2016,- Other,Jul2018,
province,NC,2016,- Government Agriculture,Aug2018,
province,NC,2016,- Government Urban,Aug2018,
province,NC,2016,- Private,Aug2018,6 420
province,NC,2016,- Other,Aug2018,3 279
province,NC,2016,- Government Agriculture,Sep2018,
province,NC,2016,- Government Urban,Sep2018,
province,NC,2016,- Private,Sep2018,17
province,NC,2016,- Other,Sep2018,
province,NC,2016,- Government Agriculture,Oct2018,10 513
province,NC,2016,- Government Urban,Oct2018,
province,NC,2016,- Private,Oct2018,
province,NC,2016,- Other,Oct2018,
province,NC,2016,- Government Agriculture,Nov2018,
province,NC,2016,- Government Urban,Nov2018,
province,NC,2016,- Private,Nov2018,17
province,NC,2016,- Other,Nov2018,
province,NC,2016,- Government Agriculture,Total,10 513
province,NC,2016,- Government Urban,Total,46
province,NC,2016,- Private,Total,31 492
province,NC,2016,- Other,Total,35 966
province,NW,2016,- Government Agriculture,Dec2017,108
province,NW,2016,- Government Urban,Dec2017,
province,NW,2016,- Private,Dec2017,7 579
province,NW,2016,- Other,Dec2017,
province,NW,2016,- Government Agriculture,Jan2018,
province,NW,2016,- Government Urban,Jan2018,
province,NW,2016,- Private,Jan2018,2 830
province,NW,2016,- Other,Jan2018,
province,NW,2016,- Government Agriculture,Feb2018,
province,NW,2016,- Government Urban,Feb2018,
province,NW,2016,- Private,Feb2018,1 516
province,NW,2016,- Other,Feb2018,
province,NW,2016,- Government Agriculture,Mar2018,9 672
province,NW,2016,- Government Urban,Mar2018,
province,NW,2016,- Private,Mar2018,777
province,NW,2016,- Other,Mar2018,
province,NW,2016,- Government Agriculture,Apr2018,
province,NW,2016,- Government Urban,Apr2018,
province,NW,2016,- Private,Apr2018,6 593
province,NW,2016,- Other,Apr2018,628
province,NW,2016,- Government Agriculture,May2018,2 593
province,NW,2016,- Government Urban,May2018,10
province,NW,2016,- Private,May2018,875
province,NW,2016,- Other,May2018,466
province,NW,2016,- Government Agriculture,Jun2018,602
province,NW,2016,- Government Urban,Jun2018,
province,NW,2016,- Private,Jun2018,1 798
province,NW,2016,- Other,Jun2018,578
province,NW,2016,- Government Agriculture,Jul2018,366
province,NW,2016,- Government Urban,Jul2018,
province,NW,2016,- Private,Jul2018,585
province,NW,2016,- Other,Jul2018,24
province,NW,2016,- Government Agriculture,Aug2018,1 235
province,NW,2016,- Government Urban,Aug2018,275
province,NW,2016,- Private,Aug2018,1 330
province,NW,2016,- Other,Aug2018,81
province,NW,2016,- Government Agriculture,Sep2018,702
province,NW,2016,- Government Urban,Sep2018,
province,NW,2016,- Private,Sep2018,1 057
province,NW,2016,- Other,Sep2018,
province,NW,2016,- Government Agriculture,Oct2018,875
province,NW,2016,- Government Urban,Oct2018,28
province,NW,2016,- Private,Oct2018,2 210
province,NW,2016,- Other,Oct2018,165
province,NW,2016,- Government Agriculture,Nov2018,
province,NW,2016,- Government Urban,Nov2018,
province,NW,2016,- Private,Nov2018,687
province,NW,2016,- Other,Nov2018,111
province,NW,2016,- Government Agriculture,Total,16 153
province,NW,2016,- Government Urban,Total,313
province,NW,2016,- Private,Total,27 837
province,NW,2016,- Other,Total,2 053
province,WC,2016,- Government Agriculture,Dec2017,
province,WC,2016,- Government Urban,Dec2017,
province,WC,2016,- Private,Dec2017,383
province,WC,2016,- Other,Dec2017,2 063
province,WC,2016,- Government Agriculture,Jan2018,
province,WC,2016,- Government Urban,Jan2018,
province,WC,2016,- Private,Jan2018,313
province,WC,2016,- Other,Jan2018,
province,WC,2016,- Government Agriculture,Feb2018,
province,WC,2016,- Government Urban,Feb2018,
province,WC,2016,- Private,Feb2018,593
province,WC,2016,- Other,Feb2018,25
province,WC,2016,- Government Agriculture,Mar2018,
province,WC,2016,- Government Urban,Mar2018,
province,WC,2016,- Private,Mar2018,207
province,WC,2016,- Other,Mar2018,11
province,WC,2016,- Government Agriculture,Apr2018,1 054
province,WC,2016,- Government Urban,Apr2018,
province,WC,2016,- Private,Apr2018,1 362
province,WC,2016,- Other,Apr2018,
province,WC,2016,- Government Agriculture,May2018,715
province,WC,2016,- Government Urban,May2018,
province,WC,2016,- Private,May2018,250
province,WC,2016,- Other,May2018,
province,WC,2016,- Government Agriculture,Jun2018,
province,WC,2016,- Government Urban,Jun2018,
province,WC,2016,- Private,Jun2018,183
province,WC,2016,- Other,Jun2018,
province,WC,2016,- Government Agriculture,Jul2018,
province,WC,2016,- Government Urban,Jul2018,
province,WC,2016,- Private,Jul2018,
province,WC,2016,- Other,Jul2018,
province,WC,2016,- Government Agriculture,Aug2018,
province,WC,2016,- Government Urban,Aug2018,
province,WC,2016,- Private,Aug2018,2 784
province,WC,2016,- Other,Aug2018,10
province,WC,2016,- Government Agriculture,Sep2018,36
province,WC,2016,- Government Urban,Sep2018,
province,WC,2016,- Private,Sep2018,179
province,WC,2016,- Other,Sep2018,86
province,WC,2016,- Government Agriculture,Oct2018,
province,WC,2016,- Government Urban,Oct2018,
province,WC,2016,- Private,Oct2018,649
province,WC,2016,- Other,Oct2018,192
province,WC,2016,- Government Agriculture,Nov2018,3 538
province,WC,2016,- Government Urban,Nov2018,
province,WC,2016,- Private,Nov2018,
province,WC,2016,- Other,Nov2018,11
province,WC,2016,- Government Agriculture,Total,5 343
province,WC,2016,- Government Urban,Total,
province,WC,2016,- Private,Total,6 903
province,WC,2016,- Other,Total,2 398
