geo_level,geo_code,geo_version,name,statistic,total
municipality,MAN,2016,Bloemfontein Mangaung,total hectare traded,24298
district,DC39,2016,Bloemhof Lekwa-Tecma,total hectare traded,17002
district,DC18,2016,Boshof Tokologo,total hectare traded,26007
district,DC18,2016,Bothaville Nala,total hectare traded,9702
district,DC18,2016,Brandfort Masilonyana,total hectare traded,5588
district,DC39,2016,Bray Kagisano-Molopo,total hectare traded,12104
district,DC3,2016,Bredasdorp Cape Aqulhas,total hectare traded,2658
district,DC7,2016,Britstown,total hectare traded,32993
district,DC18,2016,Bultfontein Tswelopele,total hectare traded,3837
district,DC47,2016,Burgersfort Thubatse,total hectare traded,16935
district,DC3,2016,Caledon (Overberg) Theewaterskloof,total hectare traded,6098
district,DC4,2016,Calitzdorp Kannaland,total hectare traded,3936
district,DC6,2016,Calvinia Hantam,total hectare traded,64873
municipality,CPT,2016,Cape Town,total hectare traded,4629
district,DC48,2016,Carletonville Merafong,total hectare traded,24457
district,DC7,2016,Carnavon Kareeberg,total hectare traded,54739
district,DC12,2016,Cathcart Amahlathi,total hectare traded,4347
district,DC2,2016,Ceres Witzenberg,total hectare traded,36352
district,DC1,2016,Clanwilliam Cederberg,total hectare traded,14796
district,DC19,2016,Clocolan Setso,total hectare traded,2467
district,DC7,2016,Colesberg Umsombomvu,total hectare traded,21047
district,DC38,2016,Coligny (Lichtenburg) Ditsobotla,total hectare traded,21980
district,DC13,2016,Cradock Inxuba Yethemba,total hectare traded,18313
district,DC38,2016,Delareyville Tswaing,total hectare traded,17072
district,DC34,2016,Dendron Makhado (Louis Trichardt),total hectare traded,17252
district,DC38,2016,Derdepoort,total hectare traded,8976
district,DC16,2016,Dewetsdorp Naledi,total hectare traded,5941
district,DC7,2016,Douglas Siyancuma,total hectare traded,143
district,DC16,2016,Edenburg Kopanong,total hectare traded,3347
district,DC14,2016,Elliot Sakhiszwe,total hectare traded,2383
district,DC36,2016,Ellisras Lephalale,total hectare traded,20393
municipality,DC40,2016,Ewbank,total hectare traded,2730
district,DC16,2016,Fauresmith Kopanong,total hectare traded,7291
district,DC19,2016,Ficksburg Setso,total hectare traded,2972
district,DC12,2016,Fort Beaufort Raymond Mhlaba,total hectare traded,3425
district,DC19,2016,Fouriesburg Dikabeng,total hectare traded,1825
district,DC20,2016,Frankfort Mafube,total hectare traded,8308
district,DC6,2016,Fraserburg Karoo Hoogland,total hectare traded,29003
district,DC4,2016,George,total hectare traded,3954
district,DC6,2016,Gordonia,total hectare traded,92478
district,DC10,2016,Graaff-Reinet Camdeboo,total hectare traded,16837
district,DC7,2016,Hanover Emthanjeni,total hectare traded,8476
district,DC19,2016,Harrismith Maluti-A-Phofung,total hectare traded,14968
district,DC20,2016,Heilbron Ngwathe,total hectare traded,34423
district,DC24,2016,Helpmekaar uMzinyathi,total hectare traded,3448
district,DC18,2016,Hoopstad Tswelopele,total hectare traded,2622
district,DC7,2016,Hopetown Thembelihle,total hectare traded,14307
district,DC10,2016,Humansdorp Kouga,total hectare traded,7339
district,DC16,2016,Jacobsdal Letsemeng,total hectare traded,3386
district,DC10,2016,Jansenville Ikwezi,total hectare traded,8808
district,DC10,2016,Joubertina Kou-Kamma,total hectare traded,801
district,DC27,2016,Jozini Mkuze,total hectare traded,29
district,DC8,2016,Kenhardt Kai !Garib,total hectare traded,52739
district,DC9,2016,Kimberley / HAY Frances Baard,total hectare traded,56313
municipality,BUF,2016,King Williams Town Baffalo City,total hectare traded,3862
district,DC4,2016,Knysna,total hectare traded,3147
district,DC43,2016,Kokstad,total hectare traded,7289
district,DC32,2016,Komatipoort Nkomazi,total hectare traded,8500
district,DC12,2016,Komga Great Kei,total hectare traded,3566
district,DC20,2016,Koppies Ngwathe,total hectare traded,1581
district,DC20,2016,Kroonstad Moqhaka,total hectare traded,7501
district,DC45,2016,Kuruman Ga-Segonyana,total hectare traded,54843
district,DC4,2016,Ladismith Kannaland,total hectare traded,13063
district,DC19,2016,Ladybrand Mantsopa,total hectare traded,3234
district,DC23,2016,Ladysmith Emnambithi,total hectare traded,15547
district,DC5,2016,Laingsburg,total hectare traded,1510
district,DC30,2016,Leandra Gonovan Mbeki,total hectare traded,12521
district,DC19,2016,Lindley Nketoana,total hectare traded,9327
district,DC26,2016,Louwsburg Abaqulusi,total hectare traded,8345
district,DC14,2016,Maclear Elundini,total hectare traded,7649
district,DC38,2016,Mahikeng,total hectare traded,9740
district,DC1,2016,Malmesbury Swartland,total hectare traded,12376
district,DC37,2016,Marikana (Rustenburg) Bonjala,total hectare traded,18236
district,DC36,2016,Marken,total hectare traded,18631
district,DC19,2016,Marquard Setso,total hectare traded,3760
district,DC44,2016,Matatiele,total hectare traded,570
district,DC13,2016,Middelburg EC Inxuba Yethemba,total hectare traded,19282
district,DC31,2016,Middelburg MP (Groblersdal) Nkagala,total hectare traded,27217
district,DC39,2016,Moloporivier Bophirima,total hectare traded,7354
district,DC13,2016,Molteno Inkwanca,total hectare traded,981
district,DC2,2016,Montagu Langeberg,total hectare traded,10073
district,DC4,2016,Mosselbaai,total hectare traded,2755
district,DC15,2016,Mthatha King Sabata Dalindyebo,total hectare traded,3384
district,DC5,2016,Murraysburg,total hectare traded,12476
district,DC34,2016,Musina,total hectare traded,1976
district,DC6,2016,Namakwa,total hectare traded,56665
district,DC32,2016,Nelspruit Mbombela,total hectare traded,22791
district,DC25,2016,Newcastle,total hectare traded,4784
municipality,EKU,2016,Nigel Ekurhuleni,total hectare traded,7185
district,DC36,2016,Nylstroom Modimolle,total hectare traded,27501
district,DC18,2016,Odendaalsrus Matjhabeng,total hectare traded,295
municipality,BUF,2016,Oos-Londen Baffalo City,total hectare traded,1609
district,DC4,2016,Oudtshoorn,total hectare traded,21533
district,DC2,2016,Paarl/Wel Drakenstein,total hectare traded,1019
district,DC20,2016,Parys Ngwathe,total hectare traded,1817
district,DC10,2016,Pearston Blue Crane,total hectare traded,2338
district,DC33,2016,Phalaborwa Ba-Phalaborwa,total hectare traded,84
district,DC16,2016,Philipolis Kopanong,total hectare traded,5156
district,DC7,2016,Phillipstown Renosterberg,total hectare traded,3520
district,DC22,2016,Pietermaritzburg Msunduzi,total hectare traded,18465
district,DC1,2016,Piketberg Bergriver,total hectare traded,13906
municipality,NMA,2016,Port Elizabeth Nelson Mendela Metropolitan,total hectare traded,206
district,DC21,2016,Port Shepstone Ray Nkonyeni,total hectare traded,2360
municipality,TSH,2016,Pretoria Tshwane,total hectare traded,9385
district,DC7,2016,Prieska Siyathemba,total hectare traded,18572
district,DC5,2016,Prins Albert,total hectare traded,18477
district,DC13,2016,Queenstown Lukanji,total hectare traded,2750
district,DC16,2016,Reddersburg Kopanong,total hectare traded,4641
district,DC19,2016,Reitz Nketoana,total hectare traded,6506
district,DC39,2016,Reivilo Thaung,total hectare traded,12109
district,DC4,2016,Riversdal Hessequa,total hectare traded,10596
district,DC2,2016,Robertson Breede /Winelands,total hectare traded,1213
district,DC36,2016,Roedtan Bela-Bela (Warmbad),total hectare traded,10903
district,DC16,2016,Rouxville Mohokare,total hectare traded,7839
district,DC19,2016,Senekal Setsoto,total hectare traded,7578
district,DC16,2016,Smithfield Mohkare,total hectare traded,1604
district,DC35,2016,Soekmekaar Morebeng (Tzaneen),total hectare traded,5684
district,DC10,2016,Somerset-Oos Blue Crane,total hectare traded,14610
district,DC27,2016,St Lucia Mtubatuba,total hectare traded,210
district,DC2,2016,Stellenbosch,total hectare traded,1068
district,DC14,2016,Steynsburg Gariep,total hectare traded,2680
district,DC10,2016,Steytlerville Dr Beyers Naude,total hectare traded,3236
district,DC12,2016,Stutterheim Amahlathi,total hectare traded,1833
district,DC6,2016,Sutherland,total hectare traded,21867
district,DC3,2016,Swellendam,total hectare traded,7075
district,DC13,2016,Tarkastad Tsolwana,total hectare traded,22423
municipality,MAN,2016,Thaba Nchu,total hectare traded,4240
district,DC36,2016,Thabazimbi,total hectare traded,23050
district,DC18,2016,Theunissen Masilonyana,total hectare traded,5085
district,DC2,2016,Tulbagh,total hectare traded,837
municipality,NMA,2016,Uitenhage Nelson Mandela Metro,total hectare traded,17500
district,DC26,2016,Ulundi,total hectare traded,16295
district,DC43,2016,Underberg KwaSani,total hectare traded,13181
district,DC44,2016,Uniondale,total hectare traded,14093
district,DC35,2016,Usutu,total hectare traded,5056
district,DC25,2016,Utrecht eMadlangeni,total hectare traded,21377
district,DC9,2016,Vaalharts Phokwane,total hectare traded,1085
district,DC1,2016,Vanrynsdorp Matzikama,total hectare traded,16814
district,DC18,2016,Ventersburg Matjhabeng,total hectare traded,2877
district,DC7,2016,Victoria-Wes Umbuntu,total hectare traded,8338
district,DC20,2016,Viljoenskroon Moqhaka,total hectare traded,4807
municipality,DC40,2016,Vostershoop,total hectare traded,482
district,DC19,2016,Vrede Phumelela,total hectare traded,13900
district,DC20,2016,Vredefort Ngwathe,total hectare traded,2525
district,DC39,2016,Vryburg Naledi,total hectare traded,22830
municipality,MAN,2016,Wepener Naledi,total hectare traded,5168
district,DC18,2016,Wesselsbron Nala,total hectare traded,1391
district,DC10,2016,Willomore Baviaans,total hectare traded,5606
district,DC18,2016,Winburg Masilonyana,total hectare traded,5574
district,DC14,2016,Wodehouse,total hectare traded,22674
district,DC40,2016,Wolmaransstad Maquassi,total hectare traded,5707
district,DC2,2016,Worcester Breede Valley,total hectare traded,20916
district,DC16,2016,Zastron Mohokare,total hectare traded,5786
district,DC38,2016,Zeerust Ramotshere,total hectare traded,19906
district,DC10,2016,Aberdeen,lowest price per hectare,2796
district,DC32,2016,Acornhoek Bushbuckridge,lowest price per hectare,1117
district,DC10,2016,Albany,lowest price per hectare,3214
district,DC4,2016,Albertinia HesseQua,lowest price per hectare,588
district,DC10,2016,Alexandria Ndlambe,lowest price per hectare,3552
district,DC14,2016,Aliwal-Noord Maletsiwai,lowest price per hectare,3376
district,DC35,2016,Alldays Blouberg,lowest price per hectare,2933
district,DC30,2016,Amsterdam Mkhondo,lowest price per hectare,1485
district,DC29,2016,Ballito KwaDukuza,lowest price per hectare,3846
district,DC9,2016,Barkley-Wes Dikgatlong,lowest price per hectare,992
district,DC14,2016,Barkly-Oos Senqu,lowest price per hectare,2065
district,DC10,2016,Bathurst Ndlambe,lowest price per hectare,5158
district,DC5,2016,Beaufort-Wes,lowest price per hectare,1244
district,DC12,2016,Bedford Amathole,lowest price per hectare,2133
district,DC30,2016,Bethal Gonovan Mbeki,lowest price per hectare,2071
district,DC19,2016,Bethlehem Dihlabeng,lowest price per hectare,543
district,DC16,2016,Bethulie,lowest price per hectare,3701
municipality,MAN,2016,Bloemfontein Mangaung,lowest price per hectare,2121
district,DC39,2016,Bloemhof Lekwa-Tecma,lowest price per hectare,977
district,DC18,2016,Boshof Tokologo,lowest price per hectare,888
district,DC18,2016,Bothaville Nala,lowest price per hectare,4007
district,DC18,2016,Brandfort Masilonyana,lowest price per hectare,5015
district,DC39,2016,Bray Kagisano-Molopo,lowest price per hectare,3508
district,DC3,2016,Bredasdorp Cape Aqulhas,lowest price per hectare,3277
district,DC7,2016,Britstown,lowest price per hectare,124
district,DC18,2016,Bultfontein Tswelopele,lowest price per hectare,4455
district,DC47,2016,Burgersfort Thubatse,lowest price per hectare,99
district,DC3,2016,Caledon (Overberg) Theewaterskloof,lowest price per hectare,8333
district,DC4,2016,Calitzdorp Kannaland,lowest price per hectare,830
district,DC6,2016,Calvinia Hantam,lowest price per hectare,364
municipality,CPT,2016,Cape Town,lowest price per hectare,7702
district,DC48,2016,Carletonville Merafong,lowest price per hectare,332
district,DC7,2016,Carnavon Kareeberg,lowest price per hectare,913
district,DC12,2016,Cathcart Amahlathi,lowest price per hectare,6565
district,DC2,2016,Ceres Witzenberg,lowest price per hectare,114
district,DC1,2016,Clanwilliam Cederberg,lowest price per hectare,391
district,DC19,2016,Clocolan Setso,lowest price per hectare,1931
district,DC7,2016,Colesberg Umsombomvu,lowest price per hectare,893
district,DC38,2016,Coligny (Lichtenburg) Ditsobotla,lowest price per hectare,1805
district,DC13,2016,Cradock Inxuba Yethemba,lowest price per hectare,2702
district,DC38,2016,Delareyville Tswaing,lowest price per hectare,4222
district,DC34,2016,Dendron Makhado (Louis Trichardt),lowest price per hectare,3719
district,DC38,2016,Derdepoort,lowest price per hectare,1873
district,DC16,2016,Dewetsdorp Naledi,lowest price per hectare,3214
district,DC7,2016,Douglas Siyancuma,lowest price per hectare,101471
district,DC16,2016,Edenburg Kopanong,lowest price per hectare,2710
district,DC14,2016,Elliot Sakhiszwe,lowest price per hectare,1679
district,DC36,2016,Ellisras Lephalale,lowest price per hectare,1557
municipality,DC40,2016,Ewbank,lowest price per hectare,4500
district,DC16,2016,Fauresmith Kopanong,lowest price per hectare,1191
district,DC19,2016,Ficksburg Setso,lowest price per hectare,4792
district,DC12,2016,Fort Beaufort Raymond Mhlaba,lowest price per hectare,6839
district,DC19,2016,Fouriesburg Dikabeng,lowest price per hectare,13167
district,DC20,2016,Frankfort Mafube,lowest price per hectare,7643
district,DC6,2016,Fraserburg Karoo Hoogland,lowest price per hectare,196
district,DC4,2016,George,lowest price per hectare,1009
district,DC6,2016,Gordonia,lowest price per hectare,6
district,DC10,2016,Graaff-Reinet Camdeboo,lowest price per hectare,1033
district,DC7,2016,Hanover Emthanjeni,lowest price per hectare,2440
district,DC19,2016,Harrismith Maluti-A-Phofung,lowest price per hectare,3753
district,DC20,2016,Heilbron Ngwathe,lowest price per hectare,2500
district,DC24,2016,Helpmekaar uMzinyathi,lowest price per hectare,3017
district,DC18,2016,Hoopstad Tswelopele,lowest price per hectare,12729
district,DC7,2016,Hopetown Thembelihle,lowest price per hectare,1165
district,DC10,2016,Humansdorp Kouga,lowest price per hectare,394
district,DC16,2016,Jacobsdal Letsemeng,lowest price per hectare,2837
district,DC10,2016,Jansenville Ikwezi,lowest price per hectare,2121
district,DC10,2016,Joubertina Kou-Kamma,lowest price per hectare,752
district,DC27,2016,Jozini Mkuze,lowest price per hectare,37294
district,DC8,2016,Kenhardt Kai !Garib,lowest price per hectare,600
district,DC9,2016,Kimberley / HAY Frances Baard,lowest price per hectare,1450
municipality,BUF,2016,King Williams Town Baffalo City,lowest price per hectare,532
district,DC4,2016,Knysna,lowest price per hectare,9417
district,DC43,2016,Kokstad,lowest price per hectare,3687
district,DC32,2016,Komatipoort Nkomazi,lowest price per hectare,2577
district,DC12,2016,Komga Great Kei,lowest price per hectare,6005
district,DC20,2016,Koppies Ngwathe,lowest price per hectare,9813
district,DC20,2016,Kroonstad Moqhaka,lowest price per hectare,5268
district,DC45,2016,Kuruman Ga-Segonyana,lowest price per hectare,467
district,DC4,2016,Ladismith Kannaland,lowest price per hectare,268
district,DC19,2016,Ladybrand Mantsopa,lowest price per hectare,98
district,DC23,2016,Ladysmith Emnambithi,lowest price per hectare,3675
district,DC5,2016,Laingsburg,lowest price per hectare,1855
district,DC30,2016,Leandra Gonovan Mbeki,lowest price per hectare,909
district,DC19,2016,Lindley Nketoana,lowest price per hectare,5556
district,DC26,2016,Louwsburg Abaqulusi,lowest price per hectare,15625
district,DC14,2016,Maclear Elundini,lowest price per hectare,2571
district,DC38,2016,Mahikeng,lowest price per hectare,20
district,DC1,2016,Malmesbury Swartland,lowest price per hectare,30
district,DC37,2016,Marikana (Rustenburg) Bonjala,lowest price per hectare,155
district,DC36,2016,Marken,lowest price per hectare,2993
district,DC19,2016,Marquard Setso,lowest price per hectare,5670
district,DC44,2016,Matatiele,lowest price per hectare,702
district,DC13,2016,Middelburg EC Inxuba Yethemba,lowest price per hectare,2553
district,DC31,2016,Middelburg MP (Groblersdal) Nkagala,lowest price per hectare,2381
district,DC39,2016,Moloporivier Bophirima,lowest price per hectare,4606
district,DC13,2016,Molteno Inkwanca,lowest price per hectare,2439
district,DC2,2016,Montagu Langeberg,lowest price per hectare,191
district,DC4,2016,Mosselbaai,lowest price per hectare,5907
district,DC15,2016,Mthatha King Sabata Dalindyebo,lowest price per hectare,634
district,DC5,2016,Murraysburg,lowest price per hectare,2348
district,DC34,2016,Musina,lowest price per hectare,18
district,DC6,2016,Namakwa,lowest price per hectare,151
district,DC32,2016,Nelspruit Mbombela,lowest price per hectare,1200
district,DC25,2016,Newcastle,lowest price per hectare,1523
municipality,EKU,2016,Nigel Ekurhuleni,lowest price per hectare,400
district,DC36,2016,Nylstroom Modimolle,lowest price per hectare,810
district,DC18,2016,Odendaalsrus Matjhabeng,lowest price per hectare,14195
municipality,BUF,2016,Oos-Londen Baffalo City,lowest price per hectare,8108
district,DC4,2016,Oudtshoorn,lowest price per hectare,138
district,DC2,2016,Paarl/Wel Drakenstein,lowest price per hectare,44429
district,DC20,2016,Parys Ngwathe,lowest price per hectare,410
district,DC10,2016,Pearston Blue Crane,lowest price per hectare,5006
district,DC33,2016,Phalaborwa Ba-Phalaborwa,lowest price per hectare,20048
district,DC16,2016,Philipolis Kopanong,lowest price per hectare,4198
