geo_level, geo_code, geo_version, month, statistic, total
province,MP,2016,all,Jun2018,30
province,MP,2016,colour,Jun2018,5
province,MP,2016,all,Jul2018,28
province,MP,2016,colour,Jul2018,12
province,MP,2016,all,Aug2018,30
province,MP,2016,colour,Aug2018,9
province,MP,2016,all,Sep2018,24
province,MP,2016,colour,Sep2018,11
province,MP,2016,all,Oct2018,50
province,MP,2016,colour,Oct2018,18
province,MP,2016,all,Nov2018,37
province,MP,2016,colour,Nov2018,8
province,NC,2016,all,Dec2017,38
province,NC,2016,colour,Dec2017,3
province,NC,2016,all,Jan2018,14
province,NC,2016,colour,Jan2018,1
province,NC,2016,all,Feb2018,24
province,NC,2016,colour,Feb2018,2
province,NC,2016,all,Mar2018,26
province,NC,2016,colour,Mar2018,6
province,NC,2016,all,Apr2018,14
province,NC,2016,colour,Apr2018,3
province,NC,2016,all,May2018,24
province,NC,2016,colour,May2018,
province,NC,2016,all,Jun2018,31
province,NC,2016,colour,Jun2018,4
province,NC,2016,all,Jul2018,12
province,NC,2016,colour,Jul2018,
province,NC,2016,all,Aug2018,26
province,NC,2016,colour,Aug2018,4
province,NC,2016,all,Sep2018,22
province,NC,2016,colour,Sep2018,1
province,NC,2016,all,Oct2018,29
province,NC,2016,colour,Oct2018,3
province,NC,2016,all,Nov2018,18
province,NC,2016,colour,Nov2018,1
province,NW,2016,all,Dec2017,64
province,NW,2016,colour,Dec2017,17
province,NW,2016,all,Jan2018,49
province,NW,2016,colour,Jan2018,13
province,NW,2016,all,Feb2018,49
province,NW,2016,colour,Feb2018,10
province,NW,2016,all,Mar2018,62
province,NW,2016,colour,Mar2018,14
province,NW,2016,all,Apr2018,46
province,NW,2016,colour,Apr2018,13
province,NW,2016,all,May2018,52
province,NW,2016,colour,May2018,13
province,NW,2016,all,Jun2018,67
province,NW,2016,colour,Jun2018,12
province,NW,2016,all,Jul2018,36
province,NW,2016,colour,Jul2018,8
province,NW,2016,all,Aug2018,41
province,NW,2016,colour,Aug2018,14
province,NW,2016,all,Sep2018,31
province,NW,2016,colour,Sep2018,7
province,NW,2016,all,Oct2018,52
province,NW,2016,colour,Oct2018,12
province,NW,2016,all,Nov2018,37
province,NW,2016,colour,Nov2018,4
province,WC,2016,all,Dec2017,53
province,WC,2016,colour,Dec2017,3
province,WC,2016,all,Jan2018,38
province,WC,2016,colour,Jan2018,3
province,WC,2016,all,Feb2018,38
province,WC,2016,colour,Feb2018,6
province,WC,2016,all,Mar2018,54
province,WC,2016,colour,Mar2018,4
province,WC,2016,all,Apr2018,53
province,WC,2016,colour,Apr2018,6
province,WC,2016,all,May2018,52
province,WC,2016,colour,May2018,3
province,WC,2016,all,Jun2018,43
province,WC,2016,colour,Jun2018,3
province,WC,2016,all,Jul2018,26
province,WC,2016,colour,Jul2018,
province,WC,2016,all,Aug2018,36
province,WC,2016,colour,Aug2018,5
province,WC,2016,all,Sep2018,41
province,WC,2016,colour,Sep2018,6
province,WC,2016,all,Oct2018,56
province,WC,2016,colour,Oct2018,4
province,WC,2016,all,Nov2018,55
province,WC,2016,colour,Nov2018,2
